@relation Weight-Lifting

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x16 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x40 numeric
@attribute x42 numeric
@attribute x44 numeric
@attribute x46 numeric
@attribute x47 numeric
@attribute class {A,B,E}

@data
133,-36.8,135,17,0.02,-0.16,60,39,-147,182,599,-252,-26.9,-57.9,-125,-7,60,347,332,447,-0.75,1.45,0.48,-9,188,-75,-218,537,173,0,0,0,3.85,-301,2,-24,471,E
133,-36.9,135,16,0.05,-0.15,61,43,-143,184,616,-269,-27.2,-61.8,-147,-13,61,310,339,480,-0.69,1.32,0.57,4,195,-74,-201,534,163,0,0,0,4.06,-307,10,58,545,E
133,-37,135,16,0.1,-0.15,59,42,-143,189,610,-260,-27.4,-65.4,-187,-4,63,233,346,499,-0.58,1.22,0.56,13,202,-77,-179,559,148,0,0,0,4.32,-267,14,105,577,E
133,-37.1,135,16,0.14,-0.15,57,40,-145,187,605,-277,-27.7,-69.1,-226,13,51,196,347,522,-0.47,1.11,0.46,18,200,-73,-169,551,146,0,0,0,4.14,-237,32,190,624,E
133,-37.2,136,17,0.16,-0.11,73,48,-144,184,611,-272,-27.9,-72.4,-242,-7,88,119,358,536,-0.39,1,0.36,22,223,-68,-143,558,147,0,0,0,3.93,-253,46,231,650,E
132,-37.6,136,16,0.27,-0.16,60,39,-138,189,607,-258,-28.1,-75.7,-268,-2,91,81,366,533,-0.31,0.95,0.3,36,230,-67,-133,567,143,0,0,0,3.93,-271,54,311,706,E
132,-37.8,136,16,0.29,-0.11,57,45,-141,190,610,-273,-28.3,-79,-308,13,71,7,378,545,-0.26,0.87,0.25,49,238,-74,-122,575,139,0,0,0,3.89,-246,66,348,740,E
132,-38.1,136,16,0.27,-0.13,41,39,-147,195,604,-270,-28.6,-82.2,-323,25,71,-59,375,546,-0.21,0.79,0.11,60,238,-81,-102,579,136,0,0,0,3.98,-224,59,435,784,E
132,-38.2,137,17,0.22,-0.15,40,43,-152,198,607,-269,-29.1,-85.1,-318,25,65,-96,383,551,-0.14,0.72,0.1,66,235,-83,-100,587,142,0,0,0,3.77,-180,63,462,800,E
132,-38.3,137,16,0.18,-0.13,39,42,-150,193,616,-255,-29.6,-87.7,-309,10,51,-150,381,539,-0.1,0.66,0.11,64,234,-74,-84,586,150,0,0,0,3.87,-224,63,526,822,E
132,-38.4,137,17,0.14,-0.11,42,47,-151,199,610,-256,-30.3,-90.7,-299,-8,48,-174,381,533,-0.08,0.61,0.13,59,240,-74,-85,588,133,0,0,0,3.85,-204,64,567,831,E
132,-38.4,137,16,0.13,-0.15,36,42,-148,194,611,-261,-30.8,-93.1,-295,-16,43,-224,379,531,-0.06,0.59,0.18,63,238,-74,-72,590,139,0,0,0,3.74,-190,67,630,849,E
132,-38.4,137,16,0.08,-0.13,34,40,-146,194,617,-275,-31.5,-95.7,-296,-12,33,-271,387,531,-0.08,0.58,0.2,69,236,-75,-63,598,124,0,0,0,3.42,-146,55,649,848,E
133,-38.4,137,16,0.02,-0.11,33,41,-151,200,611,-278,-32.2,-98.1,-302,-3,23,-288,392,527,-0.06,0.58,0.15,75,235,-76,-55,598,127,0,0,0,3.55,-163,39,696,852,E
133,-38.4,136,16,-0.05,-0.1,33,39,-152,193,609,-273,-33.1,-100,-298,-2,17,-328,381,497,-0.08,0.58,0.1,76,237,-73,-47,596,117,0,0,0,3.77,-128,36,715,845,E
133,-38.3,136,16,-0.11,-0.07,36,36,-150,198,612,-272,-34.1,-102,-298,-17,12,-346,379,498,-0.08,0.58,0.08,78,236,-76,-37,604,122,0,0,0,3.47,-165,39,747,838,E
134,-38.1,136,17,-0.14,-0.03,40,34,-154,202,604,-281,-35.3,-104,-298,-25,5,-378,370,490,-0.06,0.55,0.05,82,239,-74,-28,594,122,0,0,0,3.32,-177,38,766,833,E
134,-38,135,16,-0.18,0.02,41,33,-152,199,611,-278,-36.5,-106,-296,-24,-9,-406,366,483,-0.08,0.51,0,87,242,-78,-23,604,118,0,0,0,3.56,-128,35,801,839,E
135,-37.8,135,17,-0.21,0.05,41,30,-154,198,615,-293,-38,-107,-286,-30,-4,-422,363,470,-0.1,0.47,0.02,84,245,-79,-15,604,130,0,0,0,3.89,-36,37,804,835,E
135,-37.6,134,17,-0.22,0.08,41,34,-155,200,608,-292,-39.5,-109,-281,-38,-5,-432,358,476,-0.08,0.47,0.1,83,247,-74,-14,601,131,0,0,0,3.37,-62,38,822,832,E
136,-37.4,134,17,-0.22,0.1,52,40,-157,196,600,-305,-41.1,-110,-285,-41,-10,-446,352,471,-0.05,0.43,0.16,84,246,-78,-8,601,109,0,0,0,3,-77,36,828,824,E
137,-37.2,134,18,-0.21,0.08,53,42,-159,195,597,-288,-42.7,-111,-289,-47,-20,-457,341,469,-0.02,0.37,0.08,88,248,-79,0,603,120,0,0,0,3.02,-63,31,828,810,E
137,-37,133,18,-0.19,0.08,56,47,-157,196,590,-310,-44.3,-112,-289,-49,-30,-468,336,471,0.05,0.32,-0.03,89,254,-75,2,609,111,0,0,0,3.32,18,30,835,791,E
138,-36.9,133,18,-0.16,0.08,59,48,-157,199,595,-297,-45.7,-113,-283,-56,-26,-465,322,480,0.08,0.31,-0.05,86,264,-76,11,603,106,0,0,0,3.13,37,29,835,783,E
138,-36.8,133,18,-0.11,0.07,63,54,-155,202,587,-317,-46.8,-113,-274,-71,-21,-477,311,473,0.13,0.31,-0.07,83,267,-76,11,606,109,0,0,0,2.79,-15,19,831,763,E
138,-36.8,133,18,-0.06,0.05,61,51,-152,196,592,-322,-47.6,-114,-276,-64,-21,-484,314,482,0.21,0.24,-0.13,83,269,-74,9,604,115,0,0,0,2.71,-25,3,828,747,E
138,-36.8,133,17,-0.03,0.03,56,42,-151,197,588,-332,-48.1,-114,-277,-57,-18,-479,315,480,0.29,0.14,-0.25,85,277,-70,11,607,121,0,0,0,2.65,-29,-15,820,723,E
139,-36.8,133,16,-0.02,0.05,49,35,-148,204,584,-333,-48.2,-114,-273,-47,-11,-472,313,485,0.34,0.03,-0.28,82,281,-65,13,610,111,0,0,0,2.71,-12,-29,826,714,E
139,-36.7,133,17,-0.02,0.07,45,31,-153,195,593,-332,-48.1,-114,-264,-49,6,-482,312,487,0.39,0,-0.33,76,279,-68,8,603,108,0,0,0,2.91,15,-37,811,693,E
140,-36.6,132,17,-0.02,0.13,45,26,-156,196,585,-339,-47.8,-114,-268,-41,-1,-472,304,493,0.48,-0.05,-0.39,79,277,-72,1,602,119,0,0,0,3.1,28,-37,801,681,E
140,-36.4,132,17,-0.02,0.16,47,26,-160,201,580,-344,-47.3,-113,-278,-21,-6,-457,312,503,0.56,-0.16,-0.39,84,275,-70,-6,599,131,0,0,0,3.15,45,-29,780,663,E
141,-36.3,132,18,-0.03,0.21,48,25,-164,191,577,-351,-46.8,-112,-275,-16,12,-449,308,500,0.55,-0.31,-0.38,84,275,-67,-7,602,120,0,0,0,2.91,42,-26,776,663,E
141,-36.1,132,18,-0.03,0.23,49,20,-170,184,575,-349,-46.1,-111,-265,-26,32,-430,301,519,0.58,-0.37,-0.36,83,277,-69,-14,598,128,0,0,0,2.78,49,-29,751,653,E
142,-36,132,18,-0.03,0.28,48,14,-172,194,578,-357,-45.2,-109,-269,-32,34,-416,305,526,0.64,-0.35,-0.36,80,273,-73,-24,594,132,0,0,0,2.76,67,-23,729,648,E
143,-35.9,132,19,-0.03,0.33,48,7,-177,190,572,-363,-44.1,-108,-274,-21,41,-379,314,556,0.71,-0.35,-0.38,80,264,-77,-40,595,134,0,0,0,2.79,83,-16,711,622,E
144,-35.9,132,19,-0.05,0.44,57,12,-180,192,565,-376,-42.8,-105,-273,-25,51,-344,309,554,0.75,-0.43,-0.39,79,257,-79,-41,591,139,0,0,0,2.7,117,-10,700,612,E
145,-35.8,132,20,-0.06,0.46,61,28,-182,195,559,-389,-41.6,-103,-256,-42,75,-313,302,568,0.8,-0.53,-0.38,78,251,-75,-59,590,148,0,0,0,2.14,114,0,677,589,E
146,-35.8,131,20,-0.08,0.41,57,31,-185,196,558,-375,-40.1,-100,-256,-44,77,-260,311,580,0.83,-0.58,-0.31,74,246,-75,-69,582,140,0,0,0,1.57,106,-1,662,566,E
146,-35.7,131,20,-0.08,0.38,52,23,-189,193,553,-398,-39,-97.7,-259,-33,72,-203,301,591,0.9,-0.59,-0.28,68,240,-80,-86,580,144,0,0,0,1.24,92,-18,647,534,E
147,-35.5,131,21,-0.1,0.41,49,13,-195,195,548,-408,-37.9,-94.7,-258,-24,82,-175,297,594,0.95,-0.64,-0.26,63,230,-84,-94,582,154,0,0,0,1.08,78,-23,640,519,E
149,-35.3,131,21,-0.11,0.44,56,37,-190,190,545,-424,-37.2,-92,-254,-22,100,-100,307,615,1,-0.75,-0.26,61,222,-83,-116,577,135,0,0,0,0.96,60,-22,634,487,E
149,-35.1,131,20,-0.13,0.36,49,33,-190,184,538,-423,-36.6,-88.8,-261,-27,115,-65,289,622,1.03,-0.9,-0.26,62,213,-80,-134,575,136,0,0,0,0.82,34,-26,619,471,E
150,-34.8,130,21,-0.14,0.33,47,22,-200,183,533,-436,-36.2,-85.5,-258,-16,114,-1,283,607,1.06,-1,-0.26,64,208,-83,-157,568,137,0,0,0,0.8,20,-31,621,454,E
151,-34.5,130,22,-0.16,0.36,51,19,-210,182,532,-441,-36.1,-82.3,-246,-15,120,75,258,610,1.08,-1.03,-0.33,60,203,-88,-180,554,132,0,0,0,0.87,6,-34,616,435,E
152,-34.1,130,24,-0.19,0.43,65,43,-217,178,523,-450,-36.1,-79,-238,-18,136,106,252,609,1.08,-1.09,-0.39,49,193,-92,-186,555,135,0,0,0,0.92,30,-32,604,418,E
153,-33.8,130,25,-0.19,0.33,72,64,-223,175,521,-453,-36.2,-75.3,-241,-15,142,187,235,594,1.06,-1.2,-0.49,36,184,-93,-221,540,132,0,0,0,0.72,35,-31,603,418,E
153,-33.4,130,24,-0.16,0.16,67,60,-219,172,522,-454,-36.5,-72,-241,-10,132,223,234,573,1.06,-1.3,-0.57,32,181,-89,-233,538,137,0,0,0,0.47,33,-33,601,409,E
153,-33,130,22,-0.16,0.08,54,39,-210,171,519,-463,-36.8,-68.4,-227,-8,129,303,203,559,1.04,-1.33,-0.67,27,185,-87,-266,525,134,0,0,0,0.4,24,-36,603,408,E
154,-32.6,130,23,-0.13,0.13,63,17,-215,165,517,-471,-37.3,-64.4,-212,-10,139,336,193,558,1.01,-1.28,-0.75,21,187,-94,-271,514,134,0,0,0,0.39,24,-37,616,415,E
155,-32.5,129,23,-0.11,0.18,72,33,-216,156,510,-466,-37.9,-60.7,-200,-14,130,419,169,501,0.98,-1.25,-0.8,15,183,-93,-305,504,136,0,0,0,0.24,19,-30,614,412,E
155,-32.4,129,24,-0.08,0.13,74,43,-217,165,509,-481,-38.7,-56.6,-191,-10,126,476,151,474,0.98,-1.28,-0.77,5,178,-94,-320,490,133,0,0,0,0,1,-25,622,430,E
156,-32.4,129,24,-0.03,0.07,64,36,-222,162,506,-487,-39.8,-52.1,-180,-12,101,508,145,443,0.96,-1.36,-0.72,-4,175,-92,-347,480,130,0,0,0,-0.13,4,-25,630,430,E
156,-32.2,129,24,-0.03,0.05,58,33,-228,158,509,-481,-40.9,-48.1,-150,-21,99,575,113,387,0.96,-1.35,-0.71,-9,171,-95,-353,463,135,0,0,0,-0.22,12,-22,641,445,E
157,-31.9,129,24,-0.03,0.07,56,35,-229,154,503,-470,-42.3,-43.2,-118,-30,78,600,113,366,0.93,-1.28,-0.72,-17,167,-98,-378,447,138,0,0,0,-0.42,29,-25,652,450,E
157,-31.7,129,24,-0.02,0.07,56,40,-225,153,503,-486,-43.8,-38.8,-95,-32,78,651,83,301,0.92,-1.22,-0.69,-26,164,-93,-388,444,136,0,0,0,-0.8,24,-25,670,461,E
157,-31.4,129,24,0,0.05,58,39,-225,150,507,-494,-45.6,-34.1,-88,-35,41,692,68,234,0.9,-1.19,-0.64,-32,158,-93,-414,416,129,0,0,0,-1.17,-3,-30,678,472,E
158,-31.3,129,24,0.03,0.05,61,37,-229,151,507,-488,-47.7,-28.8,-59,-54,34,703,65,215,0.88,-1.2,-0.59,-36,160,-97,-425,409,125,0,0,0,-1.36,-5,-30,711,484,E
158,-31.2,129,25,0.08,0.03,64,44,-233,152,492,-489,-49.5,-24,-43,-54,23,736,44,136,0.82,-1.17,-0.57,-42,153,-97,-438,390,126,0,0,0,-1.46,-12,-35,717,491,E
158,-31.1,129,25,0.11,-0.02,56,43,-238,154,497,-511,-50.9,-19.4,-27,-53,4,744,30,101,0.75,-1.12,-0.54,-40,150,-93,-454,376,120,0,0,0,-1.4,11,-35,740,518,E
158,-30.8,129,26,0.08,0,52,48,-240,149,490,-502,-52.2,-14.3,-19,-58,-29,762,3,32,0.77,-0.98,-0.51,-27,151,-88,-466,360,129,0,0,0,-1.7,36,-30,743,538,E
159,-30.5,129,26,0.06,0.02,54,55,-244,156,492,-489,-53.8,-9.57,1,-66,-55,763,-3,1,0.72,-0.83,-0.44,-14,159,-93,-482,360,113,0,0,0,-2.09,18,-24,766,564,E
159,-30.1,129,25,0.08,-0.03,54,53,-235,149,495,-504,-56.1,-4.35,24,-75,-77,763,-19,-73,0.64,-0.74,-0.34,-12,156,-97,-487,343,106,0,0,0,-2.22,21,-21,776,570,E
159,-29.9,129,25,0.06,-0.07,56,49,-230,148,489,-503,-58.4,0.71,41,-85,-90,758,-25,-108,0.58,-0.66,-0.28,-21,141,-97,-491,327,104,0,0,0,-2.34,33,-19,797,591,E
159,-29.7,129,25,0.06,-0.1,60,46,-233,150,488,-509,-61.1,6,42,-88,-115,746,-39,-166,0.53,-0.59,-0.15,-29,137,-98,-498,330,121,0,0,0,-2.46,27,-17,795,598,E
158,-29.5,129,25,0.06,-0.11,60,49,-236,143,485,-509,-64.2,11.7,41,-90,-154,722,-56,-217,0.51,-0.48,-0.08,-41,137,-113,-515,319,98,0,0,0,-2.73,16,-19,801,616,E
158,-29.3,129,25,0.08,-0.15,58,51,-236,142,489,-507,-67.6,17.5,50,-99,-172,711,-70,-251,0.48,-0.37,-0.11,-49,129,-121,-519,314,104,0,0,0,-2.89,24,-19,809,617,E
158,-29.2,129,25,0.11,-0.16,60,44,-235,143,494,-513,-71.6,23.7,64,-121,-214,681,-69,-305,0.42,-0.31,-0.13,-45,121,-110,-523,309,82,0,0,0,-3.05,-5,-24,802,627,E
158,-29.1,129,25,0.13,-0.15,58,39,-233,143,486,-512,-75.3,29.9,68,-132,-238,665,-90,-324,0.42,-0.26,-0.03,-32,122,-113,-522,304,85,0,0,0,-2.95,-12,-27,792,630,E
158,-29.1,129,26,0.11,-0.13,56,54,-242,141,490,-508,-77.5,34.8,68,-140,-256,632,-101,-363,0.39,-0.26,0.05,-26,119,-118,-520,305,78,0,0,0,-2.92,-4,-24,781,646,E
158,-28.8,129,26,0.11,-0.18,54,53,-241,144,490,-512,-79.1,39.1,68,-141,-264,599,-113,-407,0.35,-0.26,0.13,-41,112,-121,-526,298,84,0,0,0,-3.2,-1,-25,770,648,E
158,-28.6,129,25,0.11,-0.2,51,46,-239,145,493,-504,-80.8,43.2,66,-142,-285,577,-123,-415,0.26,-0.26,0.05,-47,93,-122,-533,296,82,0,0,0,-3.26,-33,-24,749,656,E
158,-28.4,129,25,0.11,-0.2,54,45,-238,140,496,-513,-82.5,47,70,-144,-292,542,-128,-447,0.16,-0.26,-0.03,-41,90,-112,-526,296,69,0,0,0,-3.28,-22,-22,720,661,E
158,-28.2,129,26,0.11,-0.2,60,51,-242,139,492,-493,-84.3,50.4,69,-146,-303,514,-127,-462,0.14,-0.22,0.02,-33,92,-117,-531,289,67,0,0,0,-3.24,-48,-18,697,673,E
158,-28.1,129,26,0.13,-0.25,62,53,-240,137,494,-496,-86.2,53.6,68,-147,-318,489,-126,-477,0.19,-0.27,-0.05,-31,89,-126,-541,293,86,0,0,0,-3.15,-53,-14,640,667,E
157,-28.1,129,25,0.16,-0.28,59,51,-236,140,486,-503,-88.1,56.4,70,-159,-336,460,-127,-498,0.22,-0.35,-0.25,-42,81,-133,-538,279,71,0,0,0,-3.26,-54,-17,625,664,E
157,-28.1,129,25,0.18,-0.3,57,48,-236,140,490,-506,-89.8,58.8,71,-158,-353,424,-120,-517,0.24,-0.39,-0.36,-54,80,-135,-541,273,80,0,0,0,-3.48,-63,-20,562,663,E
157,-28.1,129,25,0.18,-0.31,58,50,-235,141,498,-502,-91.5,61,69,-161,-368,416,-121,-519,0.34,-0.43,-0.49,-52,77,-149,-545,265,74,0,0,0,-3.5,-110,-19,520,658,E
157,-28.1,129,25,0.19,-0.34,56,52,-235,144,497,-500,-93,62.9,71,-165,-380,393,-112,-534,0.48,-0.51,-0.67,-56,64,-159,-555,263,71,0,0,0,-3.23,-117,-12,456,634,E
156,-28,129,25,0.18,-0.38,54,52,-233,145,497,-496,-94.2,64.5,74,-165,-390,378,-108,-540,0.58,-0.58,-0.79,-78,54,-152,-557,246,76,0,0,0,-3.21,-116,-7,411,629,E
156,-27.9,129,25,0.18,-0.41,51,48,-231,143,496,-494,-95,65.6,71,-160,-404,369,-104,-533,0.56,-0.63,-0.79,-74,63,-153,-566,244,89,0,0,0,-3.23,-152,-4,337,608,E
155,-27.9,129,25,0.18,-0.43,54,48,-231,149,499,-487,-95.6,66.4,70,-157,-411,358,-81,-547,0.56,-0.64,-0.82,-64,73,-150,-574,222,68,0,0,0,-3.29,-172,-6,300,585,E
155,-27.8,129,24,0.16,-0.44,54,48,-227,150,502,-491,-96,66.9,72,-158,-412,350,-97,-537,0.63,-0.63,-0.85,-55,66,-158,-577,212,83,0,0,0,-3.18,-191,-7,225,559,E
155,-27.8,129,24,0.16,-0.48,57,51,-225,151,507,-485,-96.2,67,71,-152,-409,349,-80,-551,0.71,-0.53,-0.9,-55,57,-160,-579,201,54,0,0,0,-3.12,-198,-11,184,542,E
154,-27.8,129,24,0.18,-0.51,58,50,-224,142,514,-478,-96.4,66.8,66,-151,-410,350,-84,-542,0.77,-0.45,-0.95,-62,61,-151,-594,189,66,0,0,0,-2.99,-219,-9,99,511,E
153,-27.9,129,24,0.19,-0.52,57,47,-224,149,510,-476,-96.5,66.3,75,-154,-398,360,-79,-541,0.77,-0.47,-0.79,-62,62,-149,-589,187,61,0,0,0,-3,-197,-12,60,495,E
153,-28,129,24,0.21,-0.56,58,44,-223,144,517,-465,-96.5,65.4,82,-154,-388,367,-70,-541,0.75,-0.47,-0.69,-59,71,-145,-600,178,50,0,0,0,-3.07,-218,-18,-24,449,E
152,-28.1,129,24,0.22,-0.57,58,44,-220,149,523,-461,-96.4,64.3,79,-151,-383,377,-74,-522,0.69,-0.45,-0.52,-54,66,-148,-603,169,49,0,0,0,-2.83,-254,-17,-61,429,E
152,-28.3,129,23,0.24,-0.59,58,44,-218,152,523,-464,-96.1,63,83,-152,-381,394,-61,-530,0.59,-0.42,-0.39,-52,50,-149,-598,163,40,0,0,0,-2.62,-248,-18,-138,387,E
151,-28.5,129,22,0.27,-0.59,55,37,-209,154,532,-449,-95.7,61.5,88,-149,-368,414,-48,-517,0.53,-0.39,-0.46,-49,32,-155,-599,155,40,0,0,0,-2.38,-253,-16,-172,358,E
151,-28.8,129,22,0.31,-0.59,57,37,-207,154,529,-449,-95,59.7,87,-147,-357,424,-51,-507,0.43,-0.45,-0.64,-43,31,-157,-610,146,35,0,0,0,-2.3,-249,-12,-237,304,E
150,-29.2,129,22,0.35,-0.64,57,32,-205,155,531,-444,-94,57.6,87,-146,-342,456,-45,-503,0.4,-0.51,-0.79,-41,29,-161,-614,136,27,0,0,0,-2.15,-255,-7,-281,275,E
150,-29.6,129,21,0.37,-0.66,53,26,-199,165,540,-423,-92.9,55.6,90,-144,-330,465,-46,-495,0.4,-0.42,-0.87,-47,36,-161,-611,129,38,0,0,0,-2.1,-252,-2,-346,226,E
149,-29.9,129,21,0.39,-0.66,46,25,-198,168,550,-428,-91.5,53.1,95,-139,-323,492,-46,-475,0.42,-0.27,-0.94,-47,38,-157,-618,120,38,0,0,0,-2.01,-270,-1,-370,198,E
149,-30.2,130,20,0.39,-0.67,42,26,-193,164,550,-415,-89.9,50.4,93,-134,-310,516,-34,-449,0.39,-0.26,-0.95,-46,51,-154,-626,111,31,0,0,0,-1.91,-275,-5,-430,156,E
148,-30.5,130,20,0.35,-0.71,40,26,-192,167,555,-409,-88.2,47.5,93,-133,-290,536,-32,-453,0.35,-0.31,-0.84,-41,57,-152,-619,106,28,0,0,0,-1.78,-286,-4,-441,137,E
147,-30.7,130,20,0.32,-0.72,36,25,-188,167,559,-399,-86.3,44.2,93,-130,-287,562,-20,-427,0.29,-0.31,-0.62,-37,54,-157,-619,100,30,0,0,0,-1.69,-287,-9,-486,108,E
146,-30.8,130,20,0.27,-0.74,36,26,-190,165,565,-388,-84.1,40.6,94,-126,-283,598,-5,-398,0.24,-0.24,-0.44,-36,53,-159,-625,106,47,0,0,0,-1.67,-281,-15,-510,83,E
146,-30.9,130,19,0.26,-0.71,39,19,-184,171,566,-375,-81.9,36.8,93,-120,-275,602,-6,-375,0.18,-0.16,-0.31,-39,52,-156,-621,90,30,0,0,0,-1.56,-294,-21,-539,56,E
145,-31,130,20,0.22,-0.67,42,24,-189,169,572,-385,-79.4,32.8,89,-115,-262,631,21,-338,0.13,-0.11,-0.15,-44,58,-154,-622,87,23,0,0,0,-1.4,-310,-25,-560,44,E
144,-31,130,20,0.21,-0.69,44,28,-186,163,571,-375,-76.6,28.2,86,-110,-244,653,20,-313,0.11,-0.1,0.1,-44,51,-158,-618,89,40,0,0,0,-1.12,-320,-26,-572,35,E
144,-31.1,130,20,0.19,-0.67,46,27,-184,169,578,-365,-73.9,23.3,98,-113,-229,678,35,-272,0.06,-0.08,0.31,-43,44,-164,-622,83,37,0,0,0,-0.93,-303,-26,-583,15,E
143,-31.2,130,19,0.18,-0.64,48,26,-181,166,583,-358,-71.1,18.4,90,-105,-218,703,53,-226,-0.02,-0.05,0.49,-39,45,-163,-627,93,39,0,0,0,-0.87,-292,-29,-604,3,E
143,-31.2,130,19,0.19,-0.59,52,25,-177,172,580,-354,-68.7,13.8,77,-87,-207,712,60,-221,-0.11,0.02,0.64,-42,34,-166,-623,85,37,0,0,0,-0.82,-286,-36,-616,-9,E
142,-31.4,130,19,0.21,-0.56,53,27,-179,172,584,-348,-67,9.32,71,-81,-183,724,81,-161,-0.16,0.06,0.75,-46,27,-175,-620,88,53,0,0,0,-0.67,-299,-45,-633,-25,E
142,-31.5,130,20,0.24,-0.54,55,28,-182,172,588,-344,-64.6,4.21,74,-87,-157,740,95,-89,-0.13,0.14,0.79,-45,33,-177,-617,103,39,0,0,0,-0.39,-311,-52,-631,-39,E
141,-31.7,130,19,0.26,-0.52,55,27,-181,170,588,-333,-61.9,-0.65,64,-84,-157,736,109,-69,-0.13,0.26,0.8,-35,37,-158,-625,105,41,0,0,0,-0.13,-297,-55,-645,-40,E
141,-32,130,19,0.29,-0.48,54,29,-179,170,596,-334,-58.6,-6.35,55,-59,-135,729,137,-16,-0.26,0.37,0.95,-27,35,-144,-615,110,52,0,0,0,0.05,-295,-62,-644,-39,E
140,-32.2,130,19,0.29,-0.46,49,33,-180,173,594,-334,-54.6,-12.5,43,-31,-106,725,150,18,-0.4,0.45,1.18,-29,29,-144,-613,117,43,0,0,0,0.35,-301,-65,-649,-63,E
140,-32.4,130,20,0.29,-0.44,44,39,-184,175,596,-334,-50.9,-18.2,31,-30,-88,702,186,82,-0.53,0.55,1.33,-36,28,-150,-614,132,59,0,0,0,0.67,-296,-67,-653,-57,E
140,-32.6,130,20,0.24,-0.46,41,40,-184,174,598,-321,-47.2,-23.9,35,-46,-36,682,212,138,-0.63,0.69,1.36,-37,38,-144,-605,139,63,0,0,0,0.96,-298,-64,-654,-71,E
139,-32.7,130,19,0.18,-0.48,40,41,-181,168,599,-315,-43.2,-29.5,8,-13,-34,667,225,159,-0.8,0.87,1.43,-32,53,-124,-594,153,69,0,0,0,1.14,-301,-65,-653,-65,E
139,-32.7,130,19,0.11,-0.49,41,43,-180,174,599,-317,-39.7,-34.9,-18,15,-33,635,250,207,-1,1.06,1.56,-34,57,-113,-596,169,70,0,0,0,1.27,-302,-59,-640,-63,E
139,-32.6,130,19,0.06,-0.52,44,41,-177,174,604,-310,-36.8,-39.9,-26,7,-10,607,267,244,-1.17,1.2,1.72,-42,58,-107,-580,191,85,0,0,0,1.4,-299,-58,-634,-42,E
138,-32.6,130,18,0.03,-0.51,50,39,-169,174,601,-309,-34,-45,-28,-2,27,553,293,288,-1.32,1.35,1.89,-57,62,-106,-568,217,88,0,0,0,1.57,-301,-59,-626,-49,E
138,-32.6,130,19,0.03,-0.54,58,40,-168,172,605,-295,-32.3,-49.3,-50,-1,37,539,292,313,-1.35,1.51,1.87,-62,64,-106,-544,253,97,0,0,0,1.67,-307,-56,-611,-18,E
137,-32.6,130,18,0.03,-0.54,56,33,-159,174,608,-283,-31.5,-52.8,-73,13,30,476,302,368,-1.35,1.62,1.67,-50,63,-98,-536,277,99,0,0,0,1.75,-313,-51,-612,-15,E
137,-32.6,130,17,0.06,-0.54,56,33,-156,170,608,-305,-31.2,-56.6,-89,14,41,425,320,415,-1.4,1.69,1.33,-52,71,-93,-511,306,112,0,0,0,1.85,-307,-50,-587,3,E
137,-32.7,130,17,0.08,-0.51,58,32,-154,176,608,-272,-31.4,-60,-109,-9,54,390,311,448,-1.43,1.83,0.95,-69,84,-80,-486,341,125,0,0,0,1.93,-302,-43,-585,1,E
136,-32.7,129,17,0.1,-0.48,63,29,-153,175,613,-287,-31.4,-63.1,-130,-14,72,329,327,483,-1.38,1.96,0.59,-78,98,-74,-463,357,136,0,0,0,2.06,-314,-42,-556,29,E
136,-32.9,129,17,0.16,-0.43,67,27,-148,174,613,-272,-31.5,-66.2,-152,-3,74,295,330,497,-1.32,2.01,0.54,-71,115,-75,-436,388,147,0,0,0,2.2,-320,-37,-546,40,E
136,-33.2,129,16,0.26,-0.31,74,29,-136,175,616,-281,-31.8,-69.1,-175,-2,76,236,337,520,-1.25,1.98,0.67,-63,133,-79,-423,398,152,0,0,0,2.33,-319,-39,-521,65,E
135,-33.6,130,18,0.32,-0.3,72,43,-152,179,616,-276,-32.2,-71.8,-188,-18,84,175,331,543,-1.19,1.93,0.67,-62,146,-80,-381,430,156,0,0,0,2.49,-326,-35,-503,80,E
135,-34.1,130,17,0.39,-0.3,69,33,-153,180,618,-279,-32.7,-75.1,-213,-23,84,136,336,559,-1.09,1.88,0.59,-68,160,-73,-369,448,154,0,0,0,2.67,-316,-34,-463,122,E
135,-34.6,131,17,0.51,-0.25,72,36,-148,177,620,-271,-33.2,-77.8,-246,-13,65,72,332,562,-1.01,1.78,0.57,-55,166,-72,-330,467,164,0,0,0,2.86,-312,-32,-442,148,E
134,-35.2,131,16,0.58,-0.16,57,30,-142,178,618,-272,-33.9,-80.6,-262,-6,66,33,328,575,-0.93,1.65,0.64,-30,166,-74,-321,477,163,0,0,0,3.03,-313,-28,-397,190,E
